id,date,sp,lat,long,d,id_transect,elev,loc,h,w,wr
25912,2013-10-03,Qpy,37.12567,-3.35383,0,A040,1629,SJ,0.5,-0.2225,0
25913,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25914,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25915,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.4,NA,NA
25916,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.7,NA,NA
25917,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.3,NA,NA
25919,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.9,NA,NA
25920,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25921,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25922,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.6,NA,NA
25923,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.3,NA,NA
25924,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25929,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.7,NA,NA
25931,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.3,NA,NA
25932,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.6,NA,NA
25933,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.7,0.5865,0.143
25934,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.6,NA,NA
25939,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.5,NA,NA
25940,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.4,NA,NA
25941,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.9,NA,NA
25944,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.8,0.542,0.143
25948,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
25958,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.75,0.56425,0.143
25965,2013-10-03,Qpy,37.12039,-3.35289,0,A041,1746,SJ,0.5,-0.2225,0
25970,2013-10-03,Qpy,37.12039,-3.35289,0,A041,1746,SJ,0.55,-0.24475000000000002,0
25973,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.78,0.5509,0.143
25974,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.95,0.47525000000000006,0.143
25976,2013-10-03,Qpy,37.12039,-3.35289,2,A041,1746,SJ,0.45,0.13816840000000005,0.572
25981,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.7,0.5865,0.143
25982,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.9,0.4975,0.143
25984,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.8,0.542,0.143
25985,2013-10-03,Qpy,37.12039,-3.35289,2,A041,1746,SJ,0.75,0.29961400000000005,0.572
25992,2013-10-03,Qpy,37.12039,-3.35289,0,A041,1746,SJ,0.6,-0.267,0
25994,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.55,0.65325,0.143
26001,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
26004,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.6,NA,NA
26005,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
26006,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.6,NA,NA
26007,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.8,NA,NA
26008,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.78,NA,NA
26009,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.4,NA,NA
26011,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
26012,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.8,NA,NA
26013,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
26015,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.4,NA,NA
26016,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.9,NA,NA
26018,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.8,NA,NA
26021,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.6,0.631,0.143
26022,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.9,NA,NA
26023,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.9,NA,NA
26024,2013-10-03,Qpy,37.12145,-3.35708,1,A036,1720,SJ,0.54,0.6577,0.143
26025,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.7,NA,NA
26028,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.9,NA,NA
26029,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.9,NA,NA
26041,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.2,NA,NA
26050,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.6,NA,NA
26063,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.4,NA,NA
26064,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.5,NA,NA
26067,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.6,NA,NA
26068,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.4,NA,NA
26069,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.4,NA,NA
26070,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.5,NA,NA
26071,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.8,NA,NA
26072,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.9,NA,NA
26073,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.6,NA,NA
26074,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.4,NA,NA
26075,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.4,NA,NA
26076,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.5,NA,NA
26077,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.8,NA,NA
26078,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.8,NA,NA
26084,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.24,NA,NA
26085,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.74,0.5687,0.143
26087,2013-10-03,Qpy,37.12103,-3.35877,0,A037,1729,SJ,0.5,-0.2225,0
26088,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.9,0.4975,0.143
26089,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.7,0.5865,0.143
26105,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.6,0.631,0.143
26110,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.55,0.65325,0.143
26111,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.6,NA,NA
26113,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.7,0.5865,0.143
26114,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.4,NA,NA
26115,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.5,NA,NA
26116,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.4,NA,NA
26117,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.7,NA,NA
26121,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.6,NA,NA
26123,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.5,NA,NA
26133,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.85,0.51975,0.143
26134,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.9,0.4975,0.143
26136,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.8,0.542,0.143
26138,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.4,NA,NA
26150,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.9,0.4975,0.143
26151,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.45,0.69775,0.143
26152,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.5,0.6755,0.143
26155,2013-10-03,Qpy,37.12275,-3.35969,2,A038,1652,SJ,0.8,0.3265216000000001,0.572
26169,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.4,NA,NA
26170,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.9,NA,NA
26171,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.4,NA,NA
26173,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.4,NA,NA
26174,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.6,NA,NA
26175,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.9,NA,NA
26178,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.2,NA,NA
26187,2013-10-03,Qpy,37.12352,-3.36041,1,A039,1583,SJ,0.95,0.47525000000000006,0.143
26189,2013-10-03,Qpy,37.12352,-3.36041,1,A039,1583,SJ,0.75,0.56425,0.143
26193,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.9,NA,NA
26194,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.6,NA,NA
26195,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.5,NA,NA
26196,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.8,NA,NA
26197,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.5,NA,NA
26198,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.8,NA,NA
26199,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.7,NA,NA
26200,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.5,NA,NA
26204,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.4,NA,NA
26214,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.6,NA,NA
26215,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.5,NA,NA
26216,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.7,NA,NA
26217,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.8,NA,NA
26258,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.8,NA,NA
26259,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.9,NA,NA
26260,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.9,NA,NA
26262,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.7,NA,NA
26263,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.5,NA,NA
26264,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.7,NA,NA
26265,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.9,NA,NA
26267,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.9,NA,NA
26288,2013-10-04,Qpy,37.12783,-3.36453,NA,A034,1507,SJ,0.8,NA,NA
26289,2013-10-04,Qpy,37.12783,-3.36453,NA,A034,1507,SJ,0.6,NA,NA
26328,2013-10-04,Qpy,37.12726,-3.36543,NA,A033,1527,SJ,0.8,NA,NA
26465,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.6,NA,NA
26466,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.8,NA,NA
26467,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.3,NA,NA
26468,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.5,NA,NA
26470,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.6,NA,NA
23826,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.12,NA,NA
23862,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.24,NA,NA
23940,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.37,NA,NA
23956,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.3,NA,NA
23969,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.62,NA,NA
23990,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.24,NA,NA
24130,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.37,NA,NA
24189,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.2,NA,NA
24206,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.15,NA,NA
24224,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.18,NA,NA
24241,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.45,NA,NA
24293,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24315,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.14,NA,NA
24865,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.3,NA,NA
24877,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.23,NA,NA
24959,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.13,NA,NA
25011,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.69,NA,NA
25029,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.46,NA,NA
25042,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.34,NA,NA
25058,2012-09-10,Qpy,36.96647,-3.4203,2,P021,1883,CA,0.8,0.3265216000000001,0.572
23199,2012-10-31,Qpy,37.12511,-3.35712,1.4,A029,1575,SJ,0.7,0.9456999999999999,0.2802799999999999
23550,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.32,NA,NA
25895,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.75,0.56425,0.143
25918,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.4,NA,NA
25930,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.4,NA,NA
26000,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.7,NA,NA
26014,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,0.55,NA,NA
26027,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.7,NA,NA
26031,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.9,NA,NA
26066,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.5,NA,NA
26081,2013-10-03,Qpy,37.12103,-3.35877,2,A037,1729,SJ,0.9,0.3803368000000001,0.572
26094,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.7,0.5865,0.143
26102,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.6,0.631,0.143
26120,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,0.5,NA,NA
26132,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,0.9,0.4975,0.143
26168,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.3,NA,NA
26190,2013-10-03,Qpy,37.12352,-3.36041,2,A039,1583,SJ,0.85,0.3534292,0.572
26201,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.9,NA,NA
26213,2013-10-03,Qpy,37.12352,-3.36041,NA,A039,1583,SJ,0.4,NA,NA
26225,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,0.85,0.51975,0.143
26261,2013-10-04,Qpy,37.12437,-3.36372,NA,A035,1615,SJ,0.8,NA,NA
26313,2013-10-04,Qpy,37.12783,-3.36453,NA,A034,1507,SJ,0.6,NA,NA
26463,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,0.9,NA,NA
24378,2012-11-12,Qpy,36.95964,-3.43111,33,P030,1866,CA,10.5,298.44045,155.72699999999998
24379,2012-11-12,Qpy,36.95964,-3.43111,23,P030,1866,CA,9,124.2621,75.64699999999999
24380,2012-11-12,Qpy,36.95964,-3.43111,11,P030,1866,CA,6,18.9486,17.302999999999997
24381,2012-11-12,Qpy,36.95964,-3.43111,17,P030,1866,CA,6.5,49.028850000000006,41.327
24382,2012-11-12,Qpy,36.95964,-3.43111,48,P030,1866,CA,9.5,571.2768000000001,329.472
24383,2012-11-12,Qpy,36.95964,-3.43111,17,P030,1866,CA,6,45.257400000000004,41.327
24384,2012-11-12,Qpy,36.95964,-3.43111,16,P030,1866,CA,6.5,43.430400000000006,36.608
24385,2012-11-12,Qpy,36.95964,-3.43111,19,P030,1866,CA,8.5,80.08785,51.623
24387,2012-11-12,Qpy,36.95964,-3.43111,16,P030,1866,CA,5,33.408,36.608
24388,2012-11-12,Qpy,36.95964,-3.43111,4,P030,1866,CA,1.23,0.25386784,2.288
24389,2012-11-12,Qpy,36.95964,-3.43111,21,P030,1866,CA,8.5,97.83585000000001,63.062999999999995
24390,2012-11-12,Qpy,36.95964,-3.43111,18,P030,1866,CA,8,67.6512,46.331999999999994
24391,2012-11-12,Qpy,36.95964,-3.43111,35,P030,1866,CA,11,351.69750000000005,175.17499999999998
24392,2012-11-12,Qpy,36.95964,-3.43111,35,P030,1866,CA,10,319.725,175.17499999999998
24393,2012-11-12,Qpy,36.95964,-3.43111,35,P030,1866,CA,10,319.725,175.17499999999998
24394,2012-11-12,Qpy,36.95964,-3.43111,36,P030,1866,CA,11,372.08160000000004,185.32799999999997
24395,2012-11-12,Qpy,36.95964,-3.43111,8,P030,1866,CA,4,6.6816,9.152
24397,2012-11-12,Qpy,36.95964,-3.43111,3,P030,1866,CA,1.94,0.8152334800000001,1.287
24398,2012-11-12,Qpy,36.95645,-3.43226,44,P035,1796,CA,12,606.3552,276.84799999999996
24399,2012-11-12,Qpy,36.95645,-3.43226,56,P035,1796,CA,11,900.3456000000001,448.448
24400,2012-11-12,Qpy,36.95645,-3.43226,27,P035,1796,CA,9.5,180.75555,104.24699999999999
24401,2012-11-12,Qpy,36.95645,-3.43226,20,P035,1796,CA,8.5,88.74000000000001,57.199999999999996
24402,2012-11-12,Qpy,36.95645,-3.43226,20,P035,1796,CA,9,93.96000000000001,57.199999999999996
24403,2012-11-12,Qpy,36.95645,-3.43226,22,P035,1796,CA,8,101.0592,69.21199999999999
24404,2012-11-12,Qpy,36.95645,-3.43226,8,P035,1796,CA,4.3,7.18272,9.152
24405,2012-11-12,Qpy,36.95645,-3.43226,8,P035,1796,CA,4,6.6816,9.152
24407,2012-11-12,Qpy,36.95645,-3.43226,32,P035,1796,CA,12,320.71680000000003,146.432
24408,2012-11-12,Qpy,36.95645,-3.43226,34,P035,1796,CA,12,362.05920000000003,165.308
24409,2012-11-12,Qpy,36.95645,-3.43226,36,P035,1796,CA,9,304.4304,185.32799999999997
24410,2012-11-12,Qpy,36.95645,-3.43226,37,P035,1796,CA,14,500.23260000000005,195.767
24411,2012-11-12,Qpy,36.95645,-3.43226,33,P035,1796,CA,14,397.92060000000004,155.72699999999998
24412,2012-11-12,Qpy,36.95645,-3.43226,23,P035,1796,CA,8,110.4552,75.64699999999999
24904,2012-09-10,Qpy,36.96819,-3.41691,3,P023,1868,CA,2,0.8476840000000001,1.287
24905,2012-09-10,Qpy,36.96819,-3.41691,22,P023,1868,CA,9,113.69160000000001,69.21199999999999
24906,2012-09-10,Qpy,36.96819,-3.41691,22,P023,1868,CA,9,113.69160000000001,69.21199999999999
24907,2012-09-10,Qpy,36.96819,-3.41691,4,P023,1868,CA,2,0.6732160000000001,2.288
24909,2012-09-10,Qpy,36.96819,-3.41691,13,P023,1868,CA,7,30.876300000000004,24.166999999999998
24910,2012-09-10,Qpy,36.96819,-3.41691,11,P023,1868,CA,6,18.9486,17.302999999999997
24911,2012-09-10,Qpy,36.96819,-3.41691,11,P023,1868,CA,6,18.9486,17.302999999999997
24912,2012-09-10,Qpy,36.96819,-3.41691,10,P023,1868,CA,6,15.660000000000002,14.299999999999999
24913,2012-09-10,Qpy,36.96819,-3.41691,18,P023,1868,CA,8,67.6512,46.331999999999994
24914,2012-09-10,Qpy,36.96819,-3.41691,3,P023,1868,CA,2,0.8476840000000001,1.287
24915,2012-09-10,Qpy,36.96819,-3.41691,3,P023,1868,CA,1.5,0.5772630000000001,1.287
24916,2012-09-10,Qpy,36.96819,-3.41691,12,P023,1868,CA,6,22.550400000000003,20.592
24917,2012-09-10,Qpy,36.96819,-3.41691,7,P023,1868,CA,2.5,0.13190500000000005,7.007
24924,2012-09-10,Qpy,36.96819,-3.41691,5,P023,1868,CA,1.6,0.2291200000000001,3.5749999999999997
24925,2012-09-10,Qpy,36.96819,-3.41691,50,P023,1868,CA,11,717.75,357.49999999999994
24930,2012-09-10,Qpy,36.96819,-3.41691,20,P023,1868,CA,8,83.52000000000001,57.199999999999996
24933,2012-09-10,Qpy,36.96899,-3.41699,17,P026,1892,CA,4,30.1716,41.327
24934,2012-09-10,Qpy,36.96899,-3.41699,12,P026,1892,CA,4,15.033600000000002,20.592
24935,2012-09-10,Qpy,36.96899,-3.41699,9,P026,1892,CA,3.5,7.39935,11.582999999999998
24937,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,5,25.578000000000003,28.028
24938,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,5,25.578000000000003,28.028
24939,2012-09-10,Qpy,36.96899,-3.41699,17,P026,1892,CA,5,37.7145,41.327
24940,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,2.5,0.45242000000000016,5.148
24941,2012-09-10,Qpy,36.96899,-3.41699,13,P026,1892,CA,4.5,19.849050000000002,24.166999999999998
24942,2012-09-10,Qpy,36.96899,-3.41699,10,P026,1892,CA,4.5,11.745000000000001,14.299999999999999
24943,2012-09-10,Qpy,36.96899,-3.41699,3,P026,1892,CA,2,0.8476840000000001,1.287
24944,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,2,0.6732160000000001,2.288
24945,2012-09-10,Qpy,36.96899,-3.41699,3,P026,1892,CA,1.55,0.6043051000000002,1.287
24947,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,5,1.8408400000000003,5.148
24948,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,5,1.8408400000000003,5.148
24949,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,5,1.8408400000000003,5.148
24950,2012-09-10,Qpy,36.96899,-3.41699,13,P026,1892,CA,5,22.054500000000004,24.166999999999998
24951,2012-09-10,Qpy,36.96899,-3.41699,13,P026,1892,CA,6,26.465400000000002,24.166999999999998
24952,2012-09-10,Qpy,36.96899,-3.41699,12,P026,1892,CA,5.5,20.671200000000002,20.592
24953,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,4,1.2854720000000002,5.148
24954,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,3.5,1.273075,3.5749999999999997
24955,2012-09-10,Qpy,36.96899,-3.41699,7,P026,1892,CA,4.3,1.1441566,7.007
24957,2012-09-10,Qpy,36.96899,-3.41699,48,P026,1892,CA,11,661.4784000000001,329.472
24958,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,4.5,1.563156,5.148
24975,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,8,40.924800000000005,28.028
24977,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,8,40.924800000000005,28.028
24978,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,4,1.7624320000000002,2.288
24979,2012-09-10,Qpy,36.96899,-3.41699,3,P026,1892,CA,3,1.3885260000000001,1.287
24980,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,4.5,1.822525,3.5749999999999997
24981,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,4.5,1.822525,3.5749999999999997
24982,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,4.5,1.563156,5.148
24983,2012-09-10,Qpy,36.96899,-3.41699,9,P026,1892,CA,5.1,10.78191,11.582999999999998
24984,2012-09-10,Qpy,36.96899,-3.41699,10,P026,1892,CA,6,15.660000000000002,14.299999999999999
24985,2012-09-10,Qpy,36.96899,-3.41699,3,P026,1892,CA,2,0.8476840000000001,1.287
24987,2012-09-10,Qpy,36.96899,-3.41699,6,P026,1892,CA,4.5,1.563156,5.148
24988,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,8.5,43.482600000000005,28.028
24989,2012-09-10,Qpy,36.96899,-3.41699,10,P026,1892,CA,8.5,22.185000000000002,14.299999999999999
24990,2012-09-10,Qpy,36.96899,-3.41699,13,P026,1892,CA,8.5,37.492650000000005,24.166999999999998
24991,2012-09-10,Qpy,36.96899,-3.41699,8,P026,1892,CA,5.5,9.1872,9.152
24992,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,3,1.2178240000000002,2.288
24995,2012-09-10,Qpy,36.96899,-3.41699,11,P026,1892,CA,6,18.9486,17.302999999999997
24996,2012-09-10,Qpy,36.96899,-3.41699,15,P026,1892,CA,8,46.980000000000004,32.175
24998,2012-09-10,Qpy,36.96899,-3.41699,7,P026,1892,CA,5,1.5378100000000001,7.007
24999,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,3.5,1.273075,3.5749999999999997
25000,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,2.1,0.5038450000000001,3.5749999999999997
25001,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,1.1,NA,NA
25002,2012-09-10,Qpy,36.96899,-3.41699,43,P026,1892,CA,14,675.6246000000001,264.407
25006,2012-09-10,Qpy,36.96899,-3.41699,10,P026,1892,CA,5.5,14.355000000000002,14.299999999999999
25009,2012-09-10,Qpy,36.96899,-3.41699,8,P026,1892,CA,4.5,7.516800000000001,9.152
25014,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,2,0.6732160000000001,2.288
25015,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,1.6,0.45537280000000013,2.288
25016,2012-09-10,Qpy,36.96899,-3.41699,5,P026,1892,CA,1.8,0.3390100000000001,3.5749999999999997
25017,2012-09-10,Qpy,36.96899,-3.41699,10,P026,1892,CA,4.5,11.745000000000001,14.299999999999999
25018,2012-09-10,Qpy,36.96899,-3.41699,8,P026,1892,CA,4,6.6816,9.152
