"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"3191E";1986;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;1;NA;10;27;NA;121;45;83
"3191E";1986;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";166;26;NA;2;25;NA;98;30;64
"3191E";1987;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";140;2;6;-80;14;NA;74;16;45
"3191E";1987;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";140;14;15;-40;21;NA;90;18;54
"3191E";1987;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";210;2;NA;-10;20;NA;147;50;98
"3191E";1987;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";280;27;NA;-20;4;NA;165;75;120
"3191E";1987;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";300;30;NA;10;5;NA;216;95;156
"3191E";1987;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;28;NA;70;15;NA;275;147;211
"3191E";1987;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;11;NA;100;14;NA;293;167;230
"3191E";1987;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";400;12;NA;130;24;25;318;201;260
"3191E";1987;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";360;13;NA;80;30;NA;287;179;233
"3191E";1987;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;26;NA;30;21;29;146;82;114
"3191E";1987;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";200;20;NA;-5;24;25;128;57;92
"3191E";1987;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";160;20;NA;-50;31;NA;88;33;61
"3191E";1988;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";120;9;NA;-20;14;NA;81;24;53
"3191E";1988;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;20;NA;-35;26;27;83;11;47
"3191E";1988;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";250;25;NA;-20;1;99;159;52;105
"3191E";1988;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;14;NA;0;3;NA;152;59;105
"3191E";1988;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";250;31;NA;30;3;NA;182;96;139
"3191E";1988;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";285;22;NA;50;5;NA;208;111;160
"3191E";1988;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";355;27;NA;70;5;NA;284;164;224
"3191E";1988;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";345;2;NA;95;4;99;304;174;239
"3191E";1988;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";270;4;NA;45;12;20;186;96;142
"3191E";1988;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";175;3;NA;-60;23;NA;121;57;89
"3191E";1988;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";160;12;NA;-15;18;NA;109;24;67
"3191E";1989;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";170;1;NA;-10;4;NA;97;25;61
"3191E";1989;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";170;19;NA;-20;24;NA;109;33;71
"3191E";1989;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;25;NA;2;19;NA;158;61;109
"3191E";1989;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";175;21;NA;-20;5;NA;121;32;77
"3191E";1989;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";260;7;99;50;2;NA;217;112;164
"3191E";1989;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";320;30;NA;70;5;NA;260;141;200
"3191E";1989;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";355;19;NA;140;5;12;312;181;247
"3191E";1989;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";345;1;2;142;31;NA;300;182;241
"3191E";1989;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";271;15;NA;90;29;NA;226;130;178
"3191E";1989;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";250;7;NA;46;11;NA;196;103;150
"3191E";1989;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";207;1;NA;15;22;NA;122;66;94
"3191E";1989;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";126;10;NA;14;24;NA;86;54;70
"3191E";1990;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";110;25;NA;-10;29;NA;83;19;51
"3191E";1990;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";202;27;NA;0;1;NA;138;54;96
"3191E";1990;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";225;21;NA;-30;3;NA;144;43;93
"3191E";1990;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;28;NA;0;21;NA;129;44;87
"3191E";1990;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";270;31;NA;70;13;NA;211;102;156
"3191E";1990;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";330;24;NA;95;6;9;276;148;212
"3191E";1990;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";354;20;NA;130;6;29;313;184;249
"3191E";1990;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";351;5;NA;97;31;NA;304;179;242
"3191E";1990;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";312;6;NA;115;24;NA;253;154;204
"3191E";1990;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";229;2;NA;45;9;NA;167;87;127
"3191E";1990;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";205;16;NA;-5;23;NA;117;45;82
"3191E";1990;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";145;1;NA;-34;20;NA;74;5;40
"3191E";1991;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";102;20;NA;-42;15;NA;65;5;35
"3191E";1991;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";154;25;NA;-49;15;NA;72;4;39
"3191E";1991;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";192;20;NA;10;1;NA;117;46;81
"3191E";1991;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";215;30;NA;-10;21;NA;148;45;97
"3191E";1991;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";275;26;NA;0;6;NA;197;68;132
"3191E";1991;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";340;25;NA;70;18;NA;277;142;209
"3191E";1991;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";355;16;NA;105;6;NA;305;173;239
"3191E";1991;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";362;6;NA;100;9;NA;315;193;254
"3191E";1991;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";326;18;NA;60;27;29;254;150;202
"3191E";1991;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";245;5;NA;0;22;NA;139;65;103
"3191E";1991;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";165;1;NA;-4;23;NA;112;46;79
"3191E";1991;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";190;23;NA;20;17;31;98;44;71
"3191E";1992;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";120;25;NA;-50;23;NA;76;8;42
"3191E";1992;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";185;5;NA;-25;21;NA;108;29;69
"3191E";1992;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";245;21;NA;-2;31;NA;147;54;100
"3191E";1992;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";240;26;27;2;6;NA;170;70;120
"3191E";1992;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";295;16;NA;40;3;NA;225;117;171
"3191E";1992;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";280;28;NA;70;6;10;203;110;158
"3191E";1992;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";360;28;NA;115;6;NA;305;180;243
"3191E";1992;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";360;24;NA;105;29;NA;296;177;237
"3191E";1992;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";310;6;16;50;26;NA;253;139;196
"3191E";1992;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";235;1;NA;15;22;NA;146;74;111
"3191E";1992;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";213;7;NA;31;1;2;150;66;108
"3191E";1992;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";149;13;NA;-25;31;NA;91;24;58
"3191E";1993;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;24;NA;-25;3;NA;100;24;62
"3191E";1993;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";182;21;NA;-50;28;NA;95;17;56
"3191E";1993;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";195;18;NA;-60;1;NA;132;44;88
"3191E";1993;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;8;NA;2;13;NA;142;50;96
"3191E";1993;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";245;31;NA;30;20;NA;177;86;132
"3191E";1993;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";305;17;27;90;11;NA;241;139;190
"3191E";1993;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";357;28;NA;85;11;NA;298;164;231
"3191E";1993;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";366;20;NA;69;29;NA;292;173;233
"3191E";1993;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";300;2;NA;55;28;NA;216;112;165
"3191E";1993;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";205;4;NA;15;24;NA;125;59;92
"3191E";1993;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;15;NA;-10;21;NA;103;40;72
"3191E";1993;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;2;NA;-20;15;NA;94;25;60
"3191E";1994;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;28;NA;-40;18;NA;85;14;50
"3191E";1994;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";152;26;NA;-38;6;NA;95;19;57
"3191E";1994;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;25;NA;24;22;NA;171;70;120
"3191E";1994;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";255;30;NA;-15;16;NA;152;43;98
"3191E";1994;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";280;31;NA;42;12;NA;195;99;147
"3191E";1994;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";345;30;NA;70;12;NA;265;138;202
"3191E";1994;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";341;28;NA;155;31;NA;321;195;258
"3191E";1994;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";340;27;NA;120;10;NA;307;189;248
"3191E";1994;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";295;3;7;36;18;NA;217;111;164
"3191E";1994;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";227;3;NA;62;24;29;173;101;137
"3191E";1994;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;19;NA;24;6;NA;138;75;106
"3191E";1994;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";174;12;NA;-45;26;NA;91;29;60
"3191E";1995;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";145;11;NA;-30;13;NA;96;19;58
"3191E";1995;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";176;5;NA;-20;27;NA;110;34;72
"3191E";1995;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";201;29;NA;-16;7;NA;146;45;96
"3191E";1995;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";247;9;NA;-15;21;NA;180;70;125
"3191E";1995;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";284;28;NA;24;13;NA;222;105;164
"3191E";1995;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";298;19;NA;54;1;NA;256;141;199
"3191E";1995;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";379;24;NA;108;4;NA;300;184;242
"3191E";1995;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";332;12;NA;126;25;NA;292;174;233
"3191E";1995;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";298;2;NA;55;26;NA;210;113;162
"3191E";1995;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";258;1;NA;42;22;NA;197;117;157
"3191E";1995;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";213;8;NA;-2;27;NA;129;67;98
"3191E";1995;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";133;24;NA;-20;14;15;85;39;62
"3191E";1996;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";116;1;NA;-10;26;NA;76;32;54
"3191E";1996;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";140;17;NA;-36;22;NA;82;6;44
"3191E";1996;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";200;23;NA;-4;4;16;117;41;79
"3191E";1996;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;14;NA;-5;3;NA;164;66;115
"3191E";1996;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";292;30;NA;30;12;NA;181;90;136
"3191E";1996;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";325;29;NA;70;3;NA;269;143;206
"3191E";1996;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";342;20;NA;80;8;NA;294;169;232
"3191E";1996;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";324;2;NA;108;30;NA;275;162;218
"3191E";1996;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";288;29;NA;78;22;NA;218;119;169
"3191E";1996;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";231;4;NA;34;7;30;184;92;138
"3191E";1996;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";215;2;NA;-20;17;NA;124;53;89
"3191E";1996;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";148;1;NA;-16;31;NA;78;34;56
"3191E";1997;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";162;11;NA;-35;7;NA;71;24;48
"3191E";1997;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;27;NA;12;4;NA;129;49;89
"3191E";1997;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";242;18;NA;30;26;NA;188;80;134
"3191E";1997;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";246;30;NA;49;22;NA;191;89;140
"3191E";1997;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";262;29;NA;10;8;NA;192;93;142
"3191E";1997;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";290;25;NA;75;29;NA;222;124;173
"3191E";1997;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";322;26;27;86;6;NA;272;153;213
"3191E";1997;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";334;1;2;104;28;29;279;177;228
"3191E";1997;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";308;10;NA;106;2;NA;257;155;206
"3191E";1997;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";262;3;4;55;30;NA;199;116;157
"3191E";1997;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";146;1;NA;15;23;NA;105;50;78
"3191E";1997;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";120;2;NA;-20;4;NA;77;26;51
"3191E";1998;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";132;22;NA;-17;25;NA;79;23;51
"3191E";1998;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";186;17;NA;5;24;NA;119;53;86
"3191E";1998;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";206;21;NA;5;14;NA;160;68;114
"3191E";1998;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";230;25;NA;-13;11;NA;122;44;84
"3191E";1998;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";240;18;NA;30;5;NA;177;90;134
"3191E";1998;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";325;30;NA;70;12;NA;260;148;204
"3191E";1998;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";344;30;NA;110;3;NA;306;179;243
"3191E";1998;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";348;10;NA;105;3;NA;305;185;245
"3191E";1998;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";300;9;NA;70;26;NA;228;138;183
"3191E";1998;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";222;12;NA;45;20;NA;172;89;131
"3191E";1998;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;10;NA;4;24;NA;126;50;88
"3191E";1998;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";174;15;NA;-16;5;NA;97;22;60
"3191E";1999;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";146;5;NA;-38;12;NA;85;14;49
"3191E";1999;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";184;5;NA;-62;14;NA;111;19;65
"3191E";1999;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";190;31;NA;0;4;NA;132;42;87
"3191E";1999;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";242;5;NA;0;16;17;166;64;115
"3191E";1999;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";283;31;NA;50;19;NA;209;107;159
"3191E";1999;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";332;30;NA;100;6;NA;262;142;202
"3191E";1999;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";354;23;NA;130;12;NA;307;184;246
"3191E";1999;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;24;NA;123;7;NA;295;179;237
"3191E";1999;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";287;9;NA;74;20;NA;228;137;183
"3191E";1999;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;28;NA;45;25;NA;162;94;128
"3191E";1999;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";175;1;NA;-18;21;NA;101;31;67
"3191E";1999;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";135;27;NA;-27;16;NA;85;18;52
"3191E";2000;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";151;30;NA;-40;6;NA;73;1;37
"3191E";2000;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";168;19;NA;36;13;NA;141;55;98
"3191E";2000;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";207;10;NA;-15;29;NA;146;53;100
"3191E";2000;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";174;25;NA;-5;5;NA;116;41;79
"3191E";2000;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";296;31;NA;66;2;NA;202;113;157
"3191E";2000;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";335;26;NA;56;10;NA;274;150;212
"3191E";2000;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";351;31;NA;85;12;NA;284;156;220
"3191E";2000;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";348;16;NA;100;5;NA;289;168;229
"3191E";2000;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";316;7;NA;48;20;NA;255;137;196
"3191E";2000;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";256;4;NA;32;31;NA;181;90;136
"3191E";2000;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";145;28;NA;6;9;NA;99;37;68
"3191E";2000;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";116;7;NA;-10;17;NA;75;33;54
"3191E";2001;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";135;31;NA;-3;8;NA;77;25;51
"3191E";2001;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";160;12;NA;-28;26;NA;106;31;69
"3191E";2001;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";204;23;NA;0;13;NA;132;54;93
"3191E";2001;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";222;9;NA;-15;20;NA;168;52;110
"3191E";2001;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";322;31;NA;-9;1;NA;198;86;142
"3191E";2001;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;22;NA;57;11;NA;283;153;218
"3191E";2001;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";346;31;NA;97;19;NA;284;168;226
"3191E";2001;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";340;23;24;143;31;NA;297;179;238
"3191E";2001;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";306;4;NA;65;18;NA;241;130;186
"3191E";2001;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";237;30;NA;60;9;NA;179;103;141
"3191E";2001;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";178;1;NA;-21;11;NA;108;31;70
"3191E";2001;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";150;6;NA;-90;15;NA;70;1;36
"3191E";2002;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";157;29;NA;-2;7;NA;83;27;56
"3191E";2002;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";162;23;NA;-18;16;NA;113;26;70
"3191E";2002;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";236;23;NA;-5;3;NA;129;49;89
"3191E";2002;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";257;25;NA;6;4;NA;163;67;115
"3191E";2002;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";274;30;NA;32;3;NA;181;84;133
"3191E";2002;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";342;22;NA;54;9;NA;273;155;214
"3191E";2002;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";342;28;NA;96;15;NA;290;162;226
"3191E";2002;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";337;13;NA;98;27;NA;280;162;221
"3191E";2002;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";277;1;NA;50;24;NA;226;127;177
"3191E";2002;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;7;NA;46;10;NA;167;93;130
"3191E";2002;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";187;6;NA;14;14;NA;108;49;79
"3191E";2002;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";125;4;NA;1;8;NA;88;39;64
"3191E";2003;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";173;27;NA;-50;12;NA;76;10;44
"3191E";2003;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";115;3;NA;-75;18;NA;79;9;44
"3191E";2003;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";214;13;14;11;17;NA;144;59;102
"3191E";2003;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";203;6;NA;-2;5;NA;153;62;107
"3191E";2003;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";288;31;NA;40;6;NA;220;101;161
"3191E";2003;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";332;21;NA;135;1;30;291;176;234
"3191E";2003;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;11;31;105;16;NA;305;176;241
"3191E";2003;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";365;3;NA;115;23;NA;311;191;251
"3191E";2003;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";290;11;NA;86;10;NA;248;140;195
"3191E";2003;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";219;10;NA;20;24;NA;152;79;116
"3191E";2003;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";166;20;NA;-6;24;NA;117;50;84
"3191E";2003;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";172;14;NA;-16;23;NA;85;23;54
"3191E";2004;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";155;24;NA;-28;29;NA;96;22;59
"3191E";2004;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";167;5;NA;-30;28;NA;100;25;62
"3191E";2004;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";186;20;21;-68;2;NA;110;28;70
"3191E";2004;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";234;25;NA;-12;9;NA;145;46;96
"3191E";2004;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";245;31;NA;20;6;NA;172;78;125
"3191E";2004;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";355;28;29;91;15;NA;283;153;218
"3191E";2004;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";367;24;NA;86;7;8;298;167;233
"3191E";2004;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";330;1;NA;117;10;NA;278;164;221
"3191E";2004;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";299;22;NA;80;26;NA;266;146;206
"3191E";2004;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";276;1;2;22;30;NA;174;89;132
"3191E";2004;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";172;20;NA;-14;15;NA;122;47;85
